index,qTypeRaw,qType,story,question,char1,char2,perceivers,story_with_perceivers,persp_ctx,cands,answer
337,second_order_0_no_tom,second_order_no_tom,"['Emma entered the lounge', 'Alexander entered the lounge', 'The peas is in the crate', 'The crate is in the lounge', 'Alexander moved the peas to the bathtub', 'The bathtub is in the lounge', 'Emma loves the lime', 'Emma exited the lounge', 'Alexander exited the lounge', 'Emma entered the playroom']",Where does Emma think that Alexander searches for the peas?,Emma,Alexander,"[['Emma'], ['Alexander', 'Emma'], ['Emma', 'Alexander'], ['Emma', 'Alexander'], ['Alexander', 'Emma'], ['Emma', 'Alexander'], ['Emma'], ['Emma', 'Alexander'], ['Alexander'], ['Emma']]","[{'Emma entered the lounge': ['Emma']}, {'Alexander entered the lounge': ['Alexander', 'Emma']}, {'The peas is in the crate': ['Emma', 'Alexander']}, {'The crate is in the lounge': ['Emma', 'Alexander']}, {'Alexander moved the peas to the bathtub': ['Alexander', 'Emma']}, {'The bathtub is in the lounge': ['Emma', 'Alexander']}, {'Emma loves the lime': ['Emma']}, {'Emma exited the lounge': ['Emma', 'Alexander']}, {'Alexander exited the lounge': ['Alexander']}, {'Emma entered the playroom': ['Emma']}]",Alexander entered the lounge. The peas is in the crate. The crate is in the lounge. Alexander moved the peas to the bathtub. The bathtub is in the lounge. Emma exited the lounge,"['playroom', 'lime', 'crate', 'lounge', 'bathtub']",bathtub
1084,second_order_1_tom,second_order_tom,"['Jackson entered the attic', 'Logan entered the sunroom', 'Jayden entered the sunroom', 'The peach is in the box', 'The box is in the sunroom', 'Logan exited the sunroom', 'Jayden moved the peach to the bucket', 'The bucket is in the sunroom']",Where does Jayden think that Logan searches for the peach?,Jayden,Logan,"[['Jackson'], ['Logan'], ['Jayden', 'Logan'], ['Logan', 'Jayden'], ['Logan', 'Jayden'], ['Logan', 'Jayden'], ['Jayden'], ['Jayden']]","[{'Jackson entered the attic': ['Jackson']}, {'Logan entered the sunroom': ['Logan']}, {'Jayden entered the sunroom': ['Jayden', 'Logan']}, {'The peach is in the box': ['Logan', 'Jayden']}, {'The box is in the sunroom': ['Logan', 'Jayden']}, {'Logan exited the sunroom': ['Logan', 'Jayden']}, {'Jayden moved the peach to the bucket': ['Jayden']}, {'The bucket is in the sunroom': ['Jayden']}]",Jayden entered the sunroom. The peach is in the box. The box is in the sunroom. Logan exited the sunroom,"['attic', 'sunroom', 'bucket', 'box']",box
770,first_order_0_no_tom,first_order_no_tom,"['James entered the crawlspace', 'Ava likes the coat', 'Ava entered the crawlspace', 'The pear is in the basket', 'The basket is in the crawlspace', 'James hates the shirt', 'Ava exited the crawlspace', 'Ava entered the crawlspace', 'James moved the pear to the suitcase', 'The suitcase is in the crawlspace']",Where will James look for the pear?,James,,"[['James'], ['Ava'], ['James', 'Ava'], ['James', 'Ava'], ['James', 'Ava'], ['James'], ['Ava', 'James'], ['James', 'Ava'], ['James', 'Ava'], ['James', 'Ava']]","[{'James entered the crawlspace': ['James']}, {'Ava likes the coat': ['Ava']}, {'Ava entered the crawlspace': ['James', 'Ava']}, {'The pear is in the basket': ['James', 'Ava']}, {'The basket is in the crawlspace': ['James', 'Ava']}, {'James hates the shirt': ['James']}, {'Ava exited the crawlspace': ['Ava', 'James']}, {'Ava entered the crawlspace': ['James', 'Ava']}, {'James moved the pear to the suitcase': ['James', 'Ava']}, {'The suitcase is in the crawlspace': ['James', 'Ava']}]",James entered the crawlspace. Ava entered the crawlspace. The pear is in the basket. The basket is in the crawlspace. James hates the shirt. Ava exited the crawlspace. Ava entered the crawlspace. James moved the pear to the suitcase. The suitcase is in the crawlspace,"['shirt', 'coat', 'basket', 'crawlspace', 'suitcase']",suitcase
155,second_order_1_tom,second_order_tom,"['Ethan entered the laundry', 'Sophia entered the living room', 'Hunter hates the raincoat', 'Hunter entered the laundry', 'The persimmon is in the container', 'The container is in the laundry', 'Hunter exited the laundry', 'Sophia exited the living room', 'Ethan moved the persimmon to the crate', 'The crate is in the laundry', 'Hunter loves the pants', 'Ethan exited the laundry', 'Hunter entered the living room']",Where does Hunter think that Ethan searches for the persimmon?,Hunter,Ethan,"[['Ethan'], ['Sophia'], ['Hunter'], ['Hunter', 'Ethan'], ['Ethan', 'Hunter'], ['Ethan', 'Hunter'], ['Hunter', 'Ethan'], ['Sophia'], ['Ethan'], ['Ethan'], ['Hunter'], ['Ethan'], ['Hunter']]","[{'Ethan entered the laundry': ['Ethan']}, {'Sophia entered the living room': ['Sophia']}, {'Hunter hates the raincoat': ['Hunter']}, {'Hunter entered the laundry': ['Hunter', 'Ethan']}, {'The persimmon is in the container': ['Ethan', 'Hunter']}, {'The container is in the laundry': ['Ethan', 'Hunter']}, {'Hunter exited the laundry': ['Hunter', 'Ethan']}, {'Sophia exited the living room': ['Sophia']}, {'Ethan moved the persimmon to the crate': ['Ethan']}, {'The crate is in the laundry': ['Ethan']}, {'Hunter loves the pants': ['Hunter']}, {'Ethan exited the laundry': ['Ethan']}, {'Hunter entered the living room': ['Hunter']}]",Hunter entered the laundry. The persimmon is in the container. The container is in the laundry. Hunter exited the laundry,"['laundry', 'raincoat', 'crate', 'living room', 'container', 'pants']",container
1777,first_order_0_tom,first_order_tom,"['Aria entered the workshop', 'Sophia entered the workshop', 'Oliver entered the lounge', 'Oliver exited the lounge', 'The raincoat is in the treasure chest', 'The treasure chest is in the workshop', 'Aria exited the workshop', 'Sophia moved the raincoat to the basket', 'The basket is in the workshop', 'Aria entered the lounge']",Where will Aria look for the raincoat?,Aria,,"[['Aria'], ['Sophia', 'Aria'], ['Oliver'], ['Oliver'], ['Aria', 'Sophia'], ['Aria', 'Sophia'], ['Aria', 'Sophia'], ['Sophia'], ['Sophia'], ['Aria']]","[{'Aria entered the workshop': ['Aria']}, {'Sophia entered the workshop': ['Sophia', 'Aria']}, {'Oliver entered the lounge': ['Oliver']}, {'Oliver exited the lounge': ['Oliver']}, {'The raincoat is in the treasure chest': ['Aria', 'Sophia']}, {'The treasure chest is in the workshop': ['Aria', 'Sophia']}, {'Aria exited the workshop': ['Aria', 'Sophia']}, {'Sophia moved the raincoat to the basket': ['Sophia']}, {'The basket is in the workshop': ['Sophia']}, {'Aria entered the lounge': ['Aria']}]",Aria entered the workshop. Sophia entered the workshop. The raincoat is in the treasure chest. The treasure chest is in the workshop. Aria exited the workshop. Aria entered the lounge,"['basket', 'treasure chest', 'lounge', 'workshop']",treasure chest
1186,second_order_0_tom,second_order_tom,"['Carter is in the hallway', 'Ella entered the hallway', 'The apple is in the cupboard', 'The cupboard is in the hallway', 'Ella exited the hallway', 'Carter moved the apple to the bottle', 'The bottle is in the hallway']",Where does Carter think that Ella searches for the apple?,Carter,Ella,"[['Carter'], ['Ella', 'Carter'], ['Carter', 'Ella'], ['Carter', 'Ella'], ['Ella', 'Carter'], ['Carter'], ['Carter']]","[{'Carter is in the hallway': ['Carter']}, {'Ella entered the hallway': ['Ella', 'Carter']}, {'The apple is in the cupboard': ['Carter', 'Ella']}, {'The cupboard is in the hallway': ['Carter', 'Ella']}, {'Ella exited the hallway': ['Ella', 'Carter']}, {'Carter moved the apple to the bottle': ['Carter']}, {'The bottle is in the hallway': ['Carter']}]",Ella entered the hallway. The apple is in the cupboard. The cupboard is in the hallway. Ella exited the hallway,"['bottle', 'cupboard', 'hallway']",cupboard
645,second_order_0_tom,second_order_tom,"['Abigail entered the TV room', 'Ava entered the TV room', 'The shirt is in the box', 'The box is in the TV room', 'Ava exited the TV room', 'Abigail moved the shirt to the pantry', 'The pantry is in the TV room', 'Ava hates the tie', 'Abigail exited the TV room', 'Carter entered the crawlspace', 'Carter exited the crawlspace', 'Ava entered the TV room']",Where does Abigail think that Ava searches for the shirt?,Abigail,Ava,"[['Abigail'], ['Abigail', 'Ava'], ['Abigail', 'Ava'], ['Abigail', 'Ava'], ['Ava', 'Abigail'], ['Abigail'], ['Abigail'], ['Ava'], ['Abigail'], ['Carter'], ['Carter'], ['Ava']]","[{'Abigail entered the TV room': ['Abigail']}, {'Ava entered the TV room': ['Abigail', 'Ava']}, {'The shirt is in the box': ['Abigail', 'Ava']}, {'The box is in the TV room': ['Abigail', 'Ava']}, {'Ava exited the TV room': ['Ava', 'Abigail']}, {'Abigail moved the shirt to the pantry': ['Abigail']}, {'The pantry is in the TV room': ['Abigail']}, {'Ava hates the tie': ['Ava']}, {'Abigail exited the TV room': ['Abigail']}, {'Carter entered the crawlspace': ['Carter']}, {'Carter exited the crawlspace': ['Carter']}, {'Ava entered the TV room': ['Ava']}]",Ava entered the TV room. The shirt is in the box. The box is in the TV room. Ava exited the TV room,"['TV room', 'pantry', 'crawlspace', 'box', 'tie']",box
698,second_order_1_no_tom,second_order_no_tom,"['Sophia entered the laundry', 'Emma entered the bathroom', 'Mia entered the laundry', 'The eggplant is in the basket', 'The basket is in the laundry', 'Mia moved the eggplant to the drawer', 'The drawer is in the laundry', 'Sophia exited the laundry', 'Emma likes the radish', 'Mia exited the laundry', 'Sophia loves the potato', 'Sophia entered the bathroom']",Where does Mia think that Sophia searches for the eggplant?,Mia,Sophia,"[['Sophia'], ['Emma'], ['Mia', 'Sophia'], ['Sophia', 'Mia'], ['Sophia', 'Mia'], ['Mia', 'Sophia'], ['Sophia', 'Mia'], ['Sophia', 'Mia'], ['Emma'], ['Mia'], ['Sophia'], ['Sophia', 'Emma']]","[{'Sophia entered the laundry': ['Sophia']}, {'Emma entered the bathroom': ['Emma']}, {'Mia entered the laundry': ['Mia', 'Sophia']}, {'The eggplant is in the basket': ['Sophia', 'Mia']}, {'The basket is in the laundry': ['Sophia', 'Mia']}, {'Mia moved the eggplant to the drawer': ['Mia', 'Sophia']}, {'The drawer is in the laundry': ['Sophia', 'Mia']}, {'Sophia exited the laundry': ['Sophia', 'Mia']}, {'Emma likes the radish': ['Emma']}, {'Mia exited the laundry': ['Mia']}, {'Sophia loves the potato': ['Sophia']}, {'Sophia entered the bathroom': ['Sophia', 'Emma']}]",Mia entered the laundry. The eggplant is in the basket. The basket is in the laundry. Mia moved the eggplant to the drawer. The drawer is in the laundry. Sophia exited the laundry,"['laundry', 'basket', 'bathroom', 'radish', 'potato', 'drawer']",drawer
1064,first_order_1_tom,first_order_tom,"['Jacob entered the attic', 'Mia entered the attic', 'The celery is in the bathtub', 'The bathtub is in the attic', 'Mia exited the attic', 'Mia loves the banana', 'Jacob moved the celery to the bucket', 'The bucket is in the attic']",Where will Mia look for the celery?,Mia,,"[['Jacob'], ['Mia', 'Jacob'], ['Jacob', 'Mia'], ['Jacob', 'Mia'], ['Mia', 'Jacob'], ['Mia'], ['Jacob'], ['Jacob']]","[{'Jacob entered the attic': ['Jacob']}, {'Mia entered the attic': ['Mia', 'Jacob']}, {'The celery is in the bathtub': ['Jacob', 'Mia']}, {'The bathtub is in the attic': ['Jacob', 'Mia']}, {'Mia exited the attic': ['Mia', 'Jacob']}, {'Mia loves the banana': ['Mia']}, {'Jacob moved the celery to the bucket': ['Jacob']}, {'The bucket is in the attic': ['Jacob']}]",Mia entered the attic. The celery is in the bathtub. The bathtub is in the attic. Mia exited the attic. Mia loves the banana,"['attic', 'bathtub', 'bucket', 'banana']",bathtub
35,second_order_1_tom,second_order_tom,"['Aria entered the den', 'Avery entered the den', 'The dress is in the crate', 'The crate is in the den', 'Avery exited the den', 'Aria moved the dress to the treasure chest', 'The treasure chest is in the den', 'Avery likes the raincoat', 'Aria exited the den', 'Avery entered the den', 'Avery likes the t-shirt']",Where does Avery think that Aria searches for the dress?,Avery,Aria,"[['Aria'], ['Avery', 'Aria'], ['Aria', 'Avery'], ['Aria', 'Avery'], ['Avery', 'Aria'], ['Aria'], ['Aria'], ['Avery'], ['Aria'], ['Avery'], ['Avery']]","[{'Aria entered the den': ['Aria']}, {'Avery entered the den': ['Avery', 'Aria']}, {'The dress is in the crate': ['Aria', 'Avery']}, {'The crate is in the den': ['Aria', 'Avery']}, {'Avery exited the den': ['Avery', 'Aria']}, {'Aria moved the dress to the treasure chest': ['Aria']}, {'The treasure chest is in the den': ['Aria']}, {'Avery likes the raincoat': ['Avery']}, {'Aria exited the den': ['Aria']}, {'Avery entered the den': ['Avery']}, {'Avery likes the t-shirt': ['Avery']}]",Avery entered the den. The dress is in the crate. The crate is in the den. Avery exited the den,"['raincoat', 'treasure chest', 'crate', 't-shirt', 'den']",crate
1182,first_order_1_tom,first_order_tom,"['Aria entered the staircase', 'Jacob entered the staircase', 'The skirt is in the container', 'The container is in the staircase', 'Jacob exited the staircase', 'Aria moved the skirt to the suitcase', 'The suitcase is in the staircase']",Where will Jacob look for the skirt?,Jacob,,"[['Aria'], ['Jacob', 'Aria'], ['Aria', 'Jacob'], ['Aria', 'Jacob'], ['Jacob', 'Aria'], ['Aria'], ['Aria']]","[{'Aria entered the staircase': ['Aria']}, {'Jacob entered the staircase': ['Jacob', 'Aria']}, {'The skirt is in the container': ['Aria', 'Jacob']}, {'The container is in the staircase': ['Aria', 'Jacob']}, {'Jacob exited the staircase': ['Jacob', 'Aria']}, {'Aria moved the skirt to the suitcase': ['Aria']}, {'The suitcase is in the staircase': ['Aria']}]",Jacob entered the staircase. The skirt is in the container. The container is in the staircase. Jacob exited the staircase,"['suitcase', 'staircase', 'container']",container
2691,first_order_0_tom,first_order_tom,"['Ella entered the master bedroom', 'Ava entered the master bedroom', 'The onion is in the envelope', 'The envelope is in the master bedroom', 'Ella exited the master bedroom', 'Ava moved the onion to the box', 'The box is in the master bedroom', 'Ava exited the master bedroom', 'Ella entered the hallway']",Where will Ella look for the onion?,Ella,,"[['Ella'], ['Ella', 'Ava'], ['Ella', 'Ava'], ['Ella', 'Ava'], ['Ella', 'Ava'], ['Ava'], ['Ava'], ['Ava'], ['Ella']]","[{'Ella entered the master bedroom': ['Ella']}, {'Ava entered the master bedroom': ['Ella', 'Ava']}, {'The onion is in the envelope': ['Ella', 'Ava']}, {'The envelope is in the master bedroom': ['Ella', 'Ava']}, {'Ella exited the master bedroom': ['Ella', 'Ava']}, {'Ava moved the onion to the box': ['Ava']}, {'The box is in the master bedroom': ['Ava']}, {'Ava exited the master bedroom': ['Ava']}, {'Ella entered the hallway': ['Ella']}]",Ella entered the master bedroom. Ava entered the master bedroom. The onion is in the envelope. The envelope is in the master bedroom. Ella exited the master bedroom. Ella entered the hallway,"['hallway', 'envelope', 'master bedroom', 'box']",envelope
50,second_order_1_tom,second_order_tom,"['Mason loves the jacket', 'Lucas entered the workshop', 'Aiden entered the workshop', 'The boots is in the suitcase', 'The suitcase is in the workshop', 'Aiden exited the workshop', 'Lucas moved the boots to the bucket', 'The bucket is in the workshop', 'Lucas exited the workshop', 'Aiden entered the porch']",Where does Aiden think that Lucas searches for the boots?,Aiden,Lucas,"[['Mason'], ['Lucas'], ['Aiden', 'Lucas'], ['Lucas', 'Aiden'], ['Lucas', 'Aiden'], ['Aiden', 'Lucas'], ['Lucas'], ['Lucas'], ['Lucas'], ['Aiden']]","[{'Mason loves the jacket': ['Mason']}, {'Lucas entered the workshop': ['Lucas']}, {'Aiden entered the workshop': ['Aiden', 'Lucas']}, {'The boots is in the suitcase': ['Lucas', 'Aiden']}, {'The suitcase is in the workshop': ['Lucas', 'Aiden']}, {'Aiden exited the workshop': ['Aiden', 'Lucas']}, {'Lucas moved the boots to the bucket': ['Lucas']}, {'The bucket is in the workshop': ['Lucas']}, {'Lucas exited the workshop': ['Lucas']}, {'Aiden entered the porch': ['Aiden']}]",Aiden entered the workshop. The boots is in the suitcase. The suitcase is in the workshop. Aiden exited the workshop,"['bucket', 'workshop', 'jacket', 'suitcase', 'porch']",suitcase
578,first_order_0_no_tom,first_order_no_tom,"['Emily entered the porch', 'Olivia entered the porch', 'Benjamin entered the porch', 'The socks is in the suitcase', 'The suitcase is in the porch', 'Benjamin moved the socks to the container', 'The container is in the porch', 'Emily exited the porch', 'Benjamin exited the porch', 'Olivia exited the porch', 'Emily entered the porch', 'Olivia hates the spinach']",Where will Emily look for the socks?,Emily,,"[['Emily'], ['Olivia', 'Emily'], ['Benjamin', 'Emily', 'Olivia'], ['Emily', 'Olivia', 'Benjamin'], ['Emily', 'Olivia', 'Benjamin'], ['Benjamin', 'Emily', 'Olivia'], ['Emily', 'Olivia', 'Benjamin'], ['Emily', 'Olivia', 'Benjamin'], ['Benjamin', 'Olivia'], ['Olivia'], ['Emily'], ['Olivia']]","[{'Emily entered the porch': ['Emily']}, {'Olivia entered the porch': ['Olivia', 'Emily']}, {'Benjamin entered the porch': ['Benjamin', 'Emily', 'Olivia']}, {'The socks is in the suitcase': ['Emily', 'Olivia', 'Benjamin']}, {'The suitcase is in the porch': ['Emily', 'Olivia', 'Benjamin']}, {'Benjamin moved the socks to the container': ['Benjamin', 'Emily', 'Olivia']}, {'The container is in the porch': ['Emily', 'Olivia', 'Benjamin']}, {'Emily exited the porch': ['Emily', 'Olivia', 'Benjamin']}, {'Benjamin exited the porch': ['Benjamin', 'Olivia']}, {'Olivia exited the porch': ['Olivia']}, {'Emily entered the porch': ['Emily']}, {'Olivia hates the spinach': ['Olivia']}]",Emily entered the porch. Olivia entered the porch. Benjamin entered the porch. The socks is in the suitcase. The suitcase is in the porch. Benjamin moved the socks to the container. The container is in the porch. Emily exited the porch. Emily entered the porch,"['suitcase', 'porch', 'container', 'spinach']",container
