,index,question,question_type,set_id
7152,7152,Does Jenny know the precise correct answer to this question?,tom:answerability:binary,147-0-2
7153,7153,Does Teagan know the precise correct answer to this question?,tom:answerability:binary,147-0-2
7154,7154,Does Mia know the precise correct answer to this question?,tom:answerability:binary,147-0-2
7155,7155,List all the characters who know this information.,tom:info_accessibility:list,147-0-2
7156,7156,Does Chloe know this information?,tom:info_accessibility:binary,147-0-2
7157,7157,Does Jenny know this information?,tom:info_accessibility:binary,147-0-2
7158,7158,Does Teagan know this information?,tom:info_accessibility:binary,147-0-2
7159,7159,Does Mia know this information?,tom:info_accessibility:binary,147-0-2
7160,7160,What was the fashion faux pas that Albert made at his niece's wedding?,fact,148-0-0
7161,7161,What does Cadence believe was the fashion faux pas that Albert made at his niece's wedding?,tom:belief:inaccessible,148-0-0
7162,7162,"What does Cadence believe was the fashion faux pas that Albert made at his niece's wedding?
(a) Cadence believes that Albert's fashion faux pas at his niece's wedding was wearing an electric blue suit with a neon green tie.
(b) Cadence does not know or is unaware about the fashion faux pas that Albert made at his niece's wedding.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,148-0-0
7163,7163,What does Joel believe Cadence thinks was the fashion faux pas that Albert made at his niece's wedding?,tom:belief:inaccessible,148-0-0
7164,7164,"What does Joel believe Cadence thinks was the fashion faux pas that Albert made at his niece's wedding?
(a) Joel believes Cadence thinks that the fashion faux pas Albert made at his niece's wedding was wearing an electric blue suit with a neon green tie.
(b) Cadence is unaware about the fashion faux pas that Albert made at his niece's wedding because she was not involved in the conversation when this was discussed. Consequently, Joel would not have any basis to believe what Cadence thinks as regards to the matter.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,148-0-0
7165,7165,What does Albert believe that Cadence believes about the fashion faux pas he made at his niece's wedding?,tom:belief:inaccessible,148-0-0
7166,7166,"What does Albert believe that Cadence believes about the fashion faux pas he made at his niece's wedding?
(a) Albert believes that Cadence is unaware of the fashion faux pas he made at his niece's wedding because Cadence was not involved in the conversation when this was discussed.
(b) Albert believes that Cadence believes his choice of wearing an electric blue suit with a neon green tie to his niece's wedding was a fashion faux pas.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,148-0-0
7167,7167,List all the characters who know the precise correct answer to this question.,tom:answerability:list,148-0-0
7168,7168,Does Albert know the precise correct answer to this question?,tom:answerability:binary,148-0-0
7169,7169,Does Cadence know the precise correct answer to this question?,tom:answerability:binary,148-0-0
7170,7170,Does Joel know the precise correct answer to this question?,tom:answerability:binary,148-0-0
7171,7171,Does Omar know the precise correct answer to this question?,tom:answerability:binary,148-0-0
7172,7172,List all the characters who know this information.,tom:info_accessibility:list,148-0-0
7173,7173,Does Albert know this information?,tom:info_accessibility:binary,148-0-0
7174,7174,Does Cadence know this information?,tom:info_accessibility:binary,148-0-0
7175,7175,Does Joel know this information?,tom:info_accessibility:binary,148-0-0
7176,7176,Does Omar know this information?,tom:info_accessibility:binary,148-0-0
7177,7177,What did Joel wear to an office party that his boss didn't approve of?,fact,148-0-1
7178,7178,What does Cadence believe Joel wore to an office party that his boss didn't approve of?,tom:belief:inaccessible,148-0-1
7179,7179,"What does Cadence believe Joel wore to an office party that his boss didn't approve of?
(a) Cadence does not know what Joel wore to an office party that his boss didn't approve of because she was not involved in the conversation when this was discussed.
(b) Cadence believes Joel wore heavily ripped jeans to an office party that his boss didn't approve of.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,148-0-1
7180,7180,What does Albert think Cadence believes Joel wore to an office party that his boss didn't approve of?,tom:belief:inaccessible,148-0-1
7181,7181,"What does Albert think Cadence believes Joel wore to an office party that his boss didn't approve of?
(a) Albert thinks Cadence believes Joel wore heavily ripped jeans to an office party that his boss didn't approve of.
(b) Albert believes that Cadence is unaware of what Joel wore to an office party that his boss didn't approve of.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,148-0-1
7182,7182,What does Joel believe about how Cadence thought about the outfit he wore to an office party?,tom:belief:inaccessible,148-0-1
7183,7183,"What does Joel believe about how Cadence thought about the outfit he wore to an office party?
(a) Joel is unaware of what Cadence thought about the outfit he wore to an office party because Cadence was not involved in the conversation when this was discussed.
(b) Joel believed that Cadence thought his outfit of heavily ripped jeans was inappropriate for the office party.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,148-0-1
7184,7184,List all the characters who know the precise correct answer to this question.,tom:answerability:list,148-0-1
7185,7185,Does Albert know the precise correct answer to this question?,tom:answerability:binary,148-0-1
7186,7186,Does Cadence know the precise correct answer to this question?,tom:answerability:binary,148-0-1
7187,7187,Does Joel know the precise correct answer to this question?,tom:answerability:binary,148-0-1
7188,7188,Does Omar know the precise correct answer to this question?,tom:answerability:binary,148-0-1
7189,7189,List all the characters who know this information.,tom:info_accessibility:list,148-0-1
7190,7190,Does Albert know this information?,tom:info_accessibility:binary,148-0-1
7191,7191,Does Cadence know this information?,tom:info_accessibility:binary,148-0-1
7192,7192,Does Joel know this information?,tom:info_accessibility:binary,148-0-1
7193,7193,Does Omar know this information?,tom:info_accessibility:binary,148-0-1
7194,7194,"What are the preferred clothing brands of Albert, Joel, and Cadence?",fact,148-1-0
7195,7195,"What does Omar believe are the preferred clothing brands of Albert, Joel, and Cadence?",tom:belief:inaccessible,148-1-0
